T:1.1.5.;T:1.2.9.;T:1.2.10.;VPL:1.2.11.;VPL:1.2.12.;VPL:1.2.13.;T:1.3.11.;T:1.3.12.;VPL:1.3.13.;VPL:1.3.14.;VPL:1.3.15.;VPL:1.3.16.;T:1.4.11.;T:1.4.12.;VPL:1.4.13.;VPL:1.4.14.;VPL:1.4.15.;sumball;label
2.85;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0
2.65;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0
2.48;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;3.63;3.17;0.0;0.0;0.0;48.800000000000004;0
2.44;5.0;5.0;3.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;0.0;0.0;3.0;3.0;3.0;55.0;1
2.6;4.0;5.0;0.0;0.0;0.0;5.0;4.5;0.0;0.0;0.0;0.0;4.58;2.83;0.0;0.0;0.0;25.529999999999998;0
2.6;2.65;5.0;5.0;5.0;5.0;4.0;5.0;5.0;2.0;3.0;0.0;4.5;3.5;3.0;0.0;3.0;74.0;1
2.09;5.0;5.0;0.0;0.0;0.0;4.5;4.5;0.0;0.0;0.0;0.0;3.13;0.0;0.0;0.0;0.0;22.13;0
2.44;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0
1.85;3.5;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0
2.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;0.0;4.88;3.13;0.0;0.0;0.0;55.46000000000001;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.5;3.0;3.0;3.0;97.1;1
2.79;5.0;5.0;5.0;5.0;5.0;4.5;5.0;5.0;2.0;0.0;0.0;3.25;2.5;3.0;3.0;0.0;52.5;1
2.29;3.5;5.0;5.0;5.0;5.0;4.5;3.5;5.0;2.0;0.0;0.0;4.0;2.29;0.0;0.0;0.0;42.5;0
2.18;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.25;2.92;3.0;3.0;3.0;67.25;1
2.78;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;4.5;3.5;0.0;0.0;0.0;48.0;0
2.85;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;3.63;3.0;3.0;3.0;3.0;92.42999999999999;1
2.5;5.0;5.0;4.0;5.0;5.0;5.0;4.5;1.0;0.0;0.0;0.0;4.25;2.54;0.0;0.0;0.0;37.75;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.5;3.0;3.0;3.0;78.5;1
3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0
2.76;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;47.0;0
2.19;3.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;43.5;0
1.13;3.0;5.0;0.0;0.0;0.0;4.5;5.0;0.0;0.0;0.0;0.0;2.13;0.0;0.0;0.0;0.0;17.5;0
2.3;4.5;5.0;4.0;4.0;5.0;4.5;5.0;5.0;1.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;44.0;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;0.0;0.0;3.0;0.0;71.1;1
2.6;4.0;5.0;0.0;0.0;0.0;3.0;4.5;0.0;0.0;0.0;0.0;1.5;2.83;0.0;0.0;0.0;16.5;0
2.63;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;0
2.25;5.0;5.0;5.0;5.0;5.0;4.5;5.0;5.0;2.0;3.0;3.0;4.25;3.08;3.0;3.0;3.0;71.83;1
2.15;5.0;5.0;5.0;5.0;5.0;4.0;5.0;4.0;2.0;3.0;2.5;4.33;3.25;0.0;0.0;0.0;53.08;1
2.14;5.0;5.0;0.0;0.0;0.0;4.5;5.0;0.0;0.0;0.0;0.0;4.5;3.13;0.0;0.0;0.0;27.13;0
2.94;5.0;5.0;5.0;5.0;5.0;4.0;4.5;5.0;2.0;0.0;0.0;4.0;2.54;0.0;0.0;0.0;44.5;0
3.0;4.0;4.5;5.0;5.0;5.0;3.5;3.0;5.0;2.0;3.0;3.0;3.5;3.04;3.0;3.0;3.0;83.53999999999999;1
1.93;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;3.0;4.0;2.8;0.0;0.0;0.0;54.5;1
2.9;5.0;5.0;5.0;4.0;3.0;5.0;5.0;0.0;0.0;0.0;0.0;3.75;3.38;0.0;0.0;0.0;44.230000000000004;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.5;3.0;3.0;3.0;91.8;1
1.53;4.33;5.0;5.0;5.0;5.0;4.0;4.0;5.0;2.0;3.0;3.0;2.5;1.67;0.0;0.0;0.0;45.33;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.0;3.0;3.0;3.0;68.0;1
1.35;2.65;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.45;2.5;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0
0.0;5.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;4.0;2.25;0.0;0.0;0.0;27.0;0
2.75;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.88;2.92;3.0;3.0;3.0;95.97999999999999;1
2.03;5.0;4.5;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;3.75;2.42;3.0;3.0;3.0;60.25;1
2.38;3.5;3.5;5.0;5.0;5.0;3.0;4.5;5.0;2.0;3.0;3.0;4.5;3.08;3.0;3.0;3.0;59.08;1
1.39;5.0;5.0;0.0;0.0;0.0;5.0;4.5;0.0;0.0;0.0;0.0;3.38;2.25;0.0;0.0;0.0;22.88;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.0;2.0;0.0;0.0;4.0;3.33;0.0;0.0;0.0;47.33;0
2.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.85;4.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;3.88;3.0;0.0;0.0;0.0;46.38;0
1.94;4.5;5.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;1.5;1.5;0.0;0.0;0.0;18.5;0
2.7;5.0;5.0;5.0;5.0;5.0;4.5;5.0;5.0;2.0;3.0;3.0;5.0;2.83;3.0;3.0;3.0;69.5;1
2.39;5.0;4.5;5.0;5.0;5.0;4.0;5.0;5.0;2.0;0.0;0.0;5.0;3.17;0.0;0.0;0.0;48.67;0
2.4;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.88;3.33;0.0;0.0;0.0;50.21;1
2.07;5.0;5.0;0.0;0.0;0.0;4.0;4.5;0.0;0.0;0.0;0.0;3.63;1.75;0.0;0.0;0.0;22.13;0
2.93;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;3.38;2.5;0.0;0.0;0.0;46.88;0
2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0.53;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0
2.83;0.0;0.0;5.0;5.0;5.0;0.0;0.0;5.0;2.0;3.0;0.0;1.0;1.5;0.0;0.0;0.0;25.0;0
2.93;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;2.0;3.0;4.5;3.5;3.0;3.0;3.0;71.5;1
2.23;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;5.0;2.67;0.0;0.0;0.0;44.0;0
2.78;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.0;3.0;0.0;3.0;82.8;1
2.9;4.5;3.5;5.0;5.0;5.0;5.0;4.0;5.0;2.0;3.0;3.0;0.0;0.0;3.0;0.0;3.0;59.0;1
3.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;5.0;2.0;3.0;3.0;4.88;3.5;3.0;3.0;3.0;80.47999999999999;1
2.84;5.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;2.0;0.0;0.0;5.0;2.92;0.0;0.0;0.0;45.0;0
2.78;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.5;3.0;3.0;3.0;89.5;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38;0.0;0.0;0.0;0.0;0.0;0
1.48;3.5;5.0;0.0;3.0;3.0;1.5;5.0;0.0;0.0;0.0;0.0;3.58;1.5;0.0;0.0;0.0;23.08;0
2.69;3.5;5.0;5.0;5.0;5.0;5.0;4.5;5.0;1.0;0.0;0.0;4.0;2.88;0.0;0.0;0.0;42.0;0
2.28;4.5;5.0;5.0;3.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.5;0
2.53;4.5;5.0;5.0;5.0;5.0;5.0;4.0;5.0;2.0;3.0;3.0;3.63;2.5;3.0;3.0;2.0;58.13;1
1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.8;3.0;5.0;5.0;4.0;3.0;2.0;5.0;5.0;0.0;0.0;0.0;3.5;3.5;0.0;0.0;0.0;42.0;0
2.53;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;3.0;3.0;4.75;2.97;0.0;0.0;3.0;61.75;1
1.93;2.5;5.0;0.0;0.0;0.0;3.0;3.5;0.0;0.0;0.0;0.0;2.83;1.75;0.0;0.0;0.0;11.5;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;3.0;5.0;3.0;3.0;3.0;3.0;74.5;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.83;3.0;5.0;5.0;5.0;5.0;4.0;4.5;5.0;0.0;0.0;0.0;5.0;3.5;3.0;3.0;3.0;82.55;1
2.11;3.83;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.83;0
2.0;5.0;5.0;5.0;5.0;5.0;4.5;4.5;5.0;2.0;3.0;3.0;5.0;3.33;0.0;0.0;1.0;55.33;1
2.7;4.5;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;3.0;4.88;3.0;0.0;0.0;3.0;65.88;1
2.75;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0
2.05;4.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.0;2.13;0.0;0.0;0.0;45.5;0
0.65;1.65;0.5;0.0;0.0;0.0;0.5;4.5;0.0;0.0;0.0;0.0;0.5;0.33;0.0;0.0;0.0;6.5;0
3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.0;2.33;3.0;3.0;3.0;84.5;1
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.5;3.0;3.0;3.0;114.03;1
2.01;3.5;4.5;5.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;3.75;1.88;0.0;0.0;0.0;31.55;0
3.0;4.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.0;2.58;0.0;0.0;0.0;48.5;0
1.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0.0;5.0;5.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.5;0
2.0;4.0;5.0;5.0;5.0;5.0;3.5;4.0;5.0;2.0;3.0;3.0;1.5;1.88;3.0;3.0;3.0;53.5;1
2.75;4.5;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.5;0
2.85;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.08;3.0;3.0;3.0;121.55;1
2.75;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;3.33;3.0;3.0;3.0;64.83;1
2.2;4.5;5.0;5.0;5.0;5.0;4.5;5.0;5.0;2.0;3.0;3.0;4.0;2.33;3.0;3.0;3.0;83.6;1
2.44;5.0;5.0;5.0;0.0;5.0;5.0;5.0;0.0;1.0;0.0;0.0;3.25;3.0;0.0;0.0;0.0;36.25;0
2.3;4.5;4.5;5.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;3.25;0.0;0.0;0.0;0.0;27.25;0
2.0;4.5;5.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.5;0
1.23;4.5;5.0;0.0;0.0;0.0;4.5;4.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18.5;0
2.62;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.38;3.08;3.0;3.0;3.0;64.46000000000001;1
2.65;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;2.58;0.0;0.0;0.0;0.0;42.0;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;4.5;3.5;0.0;0.0;0.0;51.0;1
2.83;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;3.0;3.0;4.5;3.0;3.0;3.0;3.0;70.5;1
2.42;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;46.5;0
0.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.88;2.79;0.0;0.0;3.0;62.88;1
2.0;5.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;4.5;2.67;0.0;0.0;0.0;24.5;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.0;2.17;3.0;3.0;1.5;70.8;1
2.43;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;3.0;3.88;3.38;3.0;3.0;3.0;85.76;1
2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.6;4.0;5.0;5.0;2.0;3.0;5.0;5.0;0.0;0.0;0.0;0.0;3.25;2.83;0.0;0.0;0.0;33.85;0
0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0
2.53;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;3.08;0.0;0.0;0.0;57.41;1
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;4.33;3.5;0.0;0.0;0.0;50.83;1
1.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
5.0;4.0;4.5;5.0;5.0;2.0;3.5;2.42;2.5;0.0;3.0;3.0;5.0;5.0;0.0;0.0;0.0;46.6;0
2.33;4.5;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;0.0;4.88;3.04;3.0;0.0;0.0;61.45;1
2.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.7;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;1.0;3.0;3.0;3.63;2.68;3.0;0.0;3.0;60.63;1
2.63;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;0
0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;0.0;0.0;4.88;2.58;0.0;0.0;0.0;49.38;0
2.58;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;3.0;5.0;2.96;3.0;3.0;3.0;71.5;1
2.73;5.0;5.0;5.0;5.0;5.0;4.5;5.0;5.0;2.0;3.0;3.0;4.5;2.58;3.0;3.0;3.0;61.0;1
2.94;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;1.0;0.0;0.0;5.0;3.5;0.0;0.0;0.0;47.5;0
0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.75;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;5.0;3.5;0.0;0.0;0.0;50.5;1
3.0;2.5;4.5;0.0;0.0;0.0;4.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0
2.85;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.25;2.58;0.0;0.0;0.0;60.73;1
2.7;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.38;0.0;0.0;3.0;84.96000000000001;1
2.8;4.0;5.0;0.0;0.0;0.0;4.5;4.5;0.0;0.0;0.0;0.0;3.5;2.75;0.0;0.0;0.0;21.5;0
2.93;4.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;2.0;3.0;3.0;3.0;3.5;3.0;3.0;3.0;78.25;1
5.0;5.0;5.0;0.0;0.0;0.0;4.88;2.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.88;0
1.55;5.0;5.0;5.0;5.0;5.0;2.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.5;0
2.45;2.0;1.0;0.0;0.0;0.0;3.0;4.5;0.0;0.0;0.0;0.0;0.13;0.21;0.0;0.0;0.0;9.5;0
1.75;5.0;4.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;3.0;4.0;3.05;3.0;3.0;3.0;83.55;1
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.5;3.0;0.0;3.0;82.6;1
2.83;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;46.0;0
1.85;5.0;5.0;5.0;5.0;5.0;3.0;4.5;5.0;2.0;3.0;0.0;3.25;2.7;0.0;0.0;0.0;45.75;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0
0.93;3.33;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;3.58;0.0;0.0;0.0;0.0;26.909999999999997;0
3.0;4.5;4.0;5.0;5.0;5.0;4.5;4.5;5.0;2.0;3.0;3.0;3.5;3.0;3.0;3.0;3.0;87.5;1
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.5;3.0;3.0;3.0;75.5;1
2.28;5.0;5.0;5.0;0.0;5.0;4.5;5.0;5.0;2.0;1.5;0.0;4.0;1.8;0.0;0.0;0.0;40.5;0
2.35;4.0;4.5;0.0;0.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;3.0;2.33;0.0;0.0;0.0;19.5;0
1.7;1.5;0.5;5.0;3.0;5.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0
2.83;5.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;3.0;1.92;0.0;0.0;0.0;23.0;0
2.9;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.5;3.0;3.0;3.0;64.5;1
2.63;5.0;5.0;5.0;5.0;5.0;4.5;4.5;5.0;2.0;3.0;3.0;3.88;1.83;3.0;2.0;3.0;65.88;1
3.0;4.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;3.18;3.0;3.0;0.0;79.60000000000001;1
1.49;5.0;4.5;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.5;3.33;3.0;3.0;0.0;59.68;1
2.3;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;3.5;3.33;0.0;0.0;0.0;48.83;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.5;3.08;0.0;0.0;0.0;52.58;1
2.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.24;5.0;4.5;5.0;5.0;5.0;4.0;5.0;5.0;2.0;3.0;3.0;3.75;1.33;0.0;0.0;0.0;50.25;1
1.9;4.5;5.0;3.0;5.0;5.0;4.5;5.0;5.0;2.0;3.0;3.0;5.0;3.33;3.0;0.0;0.0;56.33;1
1.08;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.55;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.75;2.25;3.0;3.0;3.0;82.67999999999999;1
2.7;4.0;5.0;5.0;5.0;5.0;4.0;3.5;5.0;0.0;3.0;3.0;0.0;0.0;3.0;3.0;3.0;51.5;1
2.68;4.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;3.0;3.0;3.0;3.0;79.6;1
2.2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;3.5;0.0;0.0;0.0;70.83;1
2.15;5.0;5.0;5.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;3.38;1.5;0.0;0.0;0.0;49.33;0
2.59;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.38;3.0;3.0;0.0;0.0;64.98;1
0.7;3.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.83;0
1.53;3.0;5.0;5.0;3.0;3.0;3.5;4.5;5.0;0.0;0.0;0.0;2.58;0.25;0.0;0.0;0.0;33.5;0
2.68;4.33;4.5;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;3.75;3.03;0.0;0.0;0.0;47.61;0
1.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.23;5.0;5.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;3.0;3.0;3.0;3.0;76.5;1
2.6;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;3.5;3.0;3.0;3.0;89.1;1
2.19;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.5;2.58;3.0;0.0;0.0;49.5;0
2.9;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.13;3.0;3.0;3.0;71.13;1
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;0.0;5.0;3.5;0.0;0.0;0.0;62.0;1
2.6;5.0;5.0;5.0;4.0;5.0;5.0;4.5;5.0;2.0;0.0;0.0;3.63;2.5;0.0;0.0;0.0;44.13;0
2.35;4.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.5;0
1.83;3.83;5.0;5.0;5.0;5.0;3.0;4.0;5.0;2.0;3.0;3.0;3.0;1.96;3.0;3.0;3.0;55.83;1
2.15;5.0;5.0;5.0;4.0;5.0;4.5;5.0;5.0;2.0;3.0;3.0;4.0;3.33;3.0;3.0;3.0;69.83;1
2.58;4.0;5.0;5.0;3.0;5.0;4.5;3.5;5.0;2.0;0.0;0.0;3.13;0.0;0.0;0.0;0.0;40.13;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.5;3.5;0.0;0.0;0.0;62.6;1
0.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.63;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;3.5;3.17;3.0;3.0;3.0;63.67;1
2.2;4.5;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;0.0;0.0;4.0;2.21;0.0;0.0;0.0;45.0;0
